title,authors,categories,average_rating
Goodnight Moon 123,Margaret Wise Brown;Clement Hurd,Juvenile Fiction,"3,59"
Charlotte's Web Signature Edition,E. B. White,Juvenile Fiction,"4,16"
By Myself and Then Some,Lauren Bacall,Biography & Autobiography,"3,95"
The Art of Loving,Erich Fromm,Self-Help,"4,03"
Factotum tie-in,Charles Bukowski,Fiction,"3,96"
The White Masai,Corinne Hofmann,Biography & Autobiography,"3,43"
Mandy,Julie Andrews Edwards,Juvenile Fiction,"4,24"
The Crusader,Paul Kengor,Political Science,"4,2"
Spider's House,Paul Bowles,Fiction,"4,03"
Days,Paul Bowles,Fiction,"3,3"
Howl,Allen Ginsberg;Barry Miles,Poetry,"4,22"
Coraline,Neil Gaiman,Fiction,"4,05"
Points in Time,Paul Bowles,Fiction,"3,68"
At the Edge,Cait London,Fiction,"3,79"
Remind Me Again Why I Need A Man,Claudia Carroll,Fiction,"3,31"
Stardust,Neil Gaiman,Fiction,"4,08"
When the Heart Waits,Sue Monk Kidd,Religion,"4,17"
The Gabriel Hounds,Mary Stewart,Fiction,"3,91"
The Pact,Jodi Picoult,Fiction,"4,01"
The Known World,Edward P. Jones,Fiction,"3,83"
Ines of My Soul LP,Isabel Allende,Fiction,"3,92"
Women,Charles Bukowski,Fiction,"3,87"
Smithsonian Intimate Guide to Human Origins,Carl Zimmer,Social Science,4
My secret,Frank Warren,Antiques & Collectibles,"4,34"
The Secret Lives of Men and Women,Frank Warren,Self-Help,"4,37"
To Kill a Mockingbird (slipcased edition),Harper Lee,Fiction,"4,27"
The Complete C. S. Lewis Signature Classics,C. S. Lewis,Religion,"4,61"
The End of Days,Zecharia Sitchin,History,"4,06"
The Blue and Brown Books,Ludwig Wittgenstein,Philosophy,"4,13"
The Pursuit of Happyness,Chris Gardner,Biography & Autobiography,
What A Lady Wants,Victoria Alexander,Fiction,
A Little Bit Wicked,Victoria Alexander,Fiction,
The Wit and Wisdom of Winston Churchill,James C. Humes,History,
"Sleep, Pale Sister",Joanne Harris,Fiction,
Midnighters #2: Touching Darkness,Scott Westerfeld,Young Adult Fiction,
The Queen of Attolia,Megan Whalen Turner,Young Adult Fiction,
The Collected Poetry of Nikki Giovanni,Nikki Giovanni,Poetry,
Sugarplums and Scandal,Dana Cameron;Mary Daheim;Lori Avocato;Kerrelyn Sparks;Suzanne Macpherson;Cait London,Fiction,
"How to Buy, Sell, and Profit on eBay",Adam Ginsberg,Business & Economics,
Owning Your Own Shadow,Robert A. Johnson,Self-Help,"4,07"
The World's Religions,Huston Smith,History,"4,07"
Muhammad,Karen Armstrong,Biography & Autobiography,"4,15"
A Manual for Living,Epictetus,Religion,"4,22"
The Pilgrimage,Paulo Coelho;Alan R. Clarke,Fiction,"3,65"
The Valkyries,Paulo Coelho,Fiction,"3,31"
Rainforest Home Remedies,Rosita Arvigo;Nadine Epstein,Health & Fitness,"4,12"
A Circle of Quiet,Madeleine L'Engle,Religion,"4,21"
Bulfinch's Mythology,Richard P. Martin,Reference,"4,1"
Romanticism,Hugh Honour,Art,"3,73"
Betsy-Tacy,Maud Hart Lovelace,Juvenile Fiction,"4,07"
Betsy and Tacy Go Over the Big Hill,Maud Hart Lovelace,Juvenile Fiction,"4,17"
Heaven to Betsy,Maud Hart Lovelace,Juvenile Fiction,"4,29"
Let the Hurricane Roar,Rose Wilder Lane,Families,"3,96"
The Wish Giver,Bill Brittain,Juvenile Fiction,"3,83"
Racso and the Rats of NIMH,Jane Leslie Conly,Juvenile Fiction,"3,76"
Child of the Owl,Laurence Yep,Juvenile Fiction,"3,6"
"R-T, Margaret, and the Rats of NIMH",Jane Leslie Conly,Juvenile Fiction,"3,52"
The Rainbow People,Laurence Yep,Juvenile Fiction,"3,75"
Dragon's Gate,Laurence Yep,Juvenile Fiction,"3,67"
Betsy's Wedding,Maud Hart Lovelace,Juvenile Fiction,"4,31"
Betsy and the Great World,Maud Hart Lovelace,Juvenile Fiction,"4,13"
Betsy and Joe,Maud Hart Lovelace,Juvenile Fiction,"4,31"
Betsy Was a Junior,Maud Hart Lovelace,Juvenile Fiction,"4,17"
Crazy Lady!,Jane Leslie Conly,Juvenile Fiction,"3,64"
Strawberry Girl 60th Anniversary Edition,Lois Lenski,Juvenile Fiction,"3,86"
Seven Spiders Spinning,Gregory Maguire,Juvenile Fiction,"3,61"
American Dragons,Laurence Yep,Juvenile Fiction,"3,41"
The Midwife's Apprentice (rpkg),Karen Cushman,Juvenile Fiction,"3,72"
Winter on the Farm,Laura Ingalls Wilder,Juvenile Fiction,"4,13"
Down to the Bonny Glen,Melissa Wiley,Juvenile Fiction,"4,14"
Monster,Walter Dean Myers,Juvenile Fiction,"3,71"
Emily of Deep Valley,Maud Hart Lovelace,Juvenile Fiction,"4,23"
The Trumpet of the Swan,E. B. White,Juvenile Fiction,"4,07"
The Good Liar,Gregory Maguire,Juvenile Fiction,"3,53"
Old Town in the Green Groves,Cynthia Rylant;Jim LaMarche,Juvenile Fiction,"4,04"
Howl's Moving Castle,Diana Wynne Jones,Juvenile Fiction,"4,3"
Four Stupid Cupids,Gregory Maguire,Juvenile Fiction,"3,52"
Charlotte's Web (full color),E. B. White,Juvenile Fiction,"4,16"
Little House Friends,Heather Henson;Laura Ingalls Wilder,Juvenile Fiction,"3,99"
Christmas Stories,Laura Ingalls Wilder,Juvenile Fiction,"4,22"
Winter Days in the Big Woods,Laura Ingalls Wilder,Juvenile Fiction,"4,28"
Christmas in the Big Woods,Laura Ingalls Wilder,Juvenile Fiction,"4,19"
A Little House Birthday,Laura Ingalls Wilder,Juvenile Fiction,"4,13"
The Deer in the Wood,Laura Ingalls Wilder,Juvenile Fiction,"4,17"
A Little Prairie House,Laura Ingalls Wilder,Juvenile Fiction,"4,19"
Grizzwold,Syd Hoff,Juvenile Fiction,"3,8"
Chester,Syd Hoff,Juvenile Fiction,"3,75"
Captain Cat,Syd Hoff,Juvenile Fiction,"3,66"
My Little House Crafts Book,Carolyn Strom Collins,Juvenile Nonfiction,"4,05"
Pioneer Girl,William Anderson,Juvenile Nonfiction,"4,15"
Shade's Children (rack),Garth Nix,Juvenile Fiction,"3,9"
All-American Girl,Meg Cabot,Juvenile Fiction,"3,74"
Hexwood,Diana Wynne Jones,Young Adult Fiction,"3,99"
A Light in the Attic Book and CD,Shel Silverstein,Juvenile Nonfiction,"4,34"
The Chronicles of Narnia (adult),C. S. Lewis,Fiction,"4,26"
What Would Machiavelli Do?,Stanley Bing,Humor,"3,46"
The Sense of Wonder,Rachel Carson,Nature,"4,39"
Virgin,James Patterson,Fiction,"3,86"
Mission Possible,Ken Blanchard;Terry Waghorn,Business & Economics,"3,42"
Crucial Conversations,Kerry Patterson;Joseph Grenny;Ron McMillan;Al Switzler,Business & Economics,"4,01"
How to Talk to Anyone : 92 Little Tricks for Big Success in Relationships,Leil Lowndes,Family & Relationships,"3,78"
"Easy French Reader, Second Edition",R. de Roussy de Sales,Foreign Language Study,"3,84"
Slim to None,Jennifer Hendricks,Biography & Autobiography,"3,65"
Practice Makes Perfect: Italian Verb Tenses,Paola Nanni-Tate,Foreign Language Study,4
"Goodman & Gilman's The Pharmacological Basis of Therapeutics, Eleventh Edition",Laurence Brunton;John Lazo;Keith Parker,Medical,
"Incident Response & Computer Forensics, 2nd Ed.",Kevin Mandia;Chris Prosise,Computers,"3,68"
The Last Dance,Lynne Ann DeSpelder;Albert Lee Strickland,Social Science,"3,77"
Heat and Mass Transfer,Yunus A. Çengel,Heat,"4,16"
The Complete Works,Tacitus,History,"4,29"
My Sweet-orange Tree,José Mauro de Vasconcelos,Juvenile Nonfiction,"4,39"
Who Moved My Cheese?,Spencer Johnson,Self-Help,"3,78"
How to Have a Beautiful Mind,Edward De Bono,Self-Help,"3,63"
The Toy Maker,Anthony McReavy,Biography & Autobiography,3
Darwin's Watch,Terry Pratchett;Ian Stewart;Jack Sidney Cohen,Cosmology,"3,94"
A Time to Kill,John Grisham,Fiction,"4,06"
"""Surely You're Joking, Mr. Feynman!""",Richard Phillips Feynman;Ralph Leighton,Physicists,"4,28"
Timequake,Kurt Vonnegut,Fiction,"3,72"
Blood and Gold,Anne Rice,Fiction,"3,89"
An Imaginary Life,David Malouf,Australian fiction,"3,87"
The Great World,David Malouf,Australia,"3,87"
The Risk Pool,Richard Russo,Families,"4,03"
Survivor,Chuck Palahniuk,American fiction,"3,92"
Bagombo Snuff Box,Kurt Vonnegut,American fiction,"3,72"
Ali and Nino,Kurban Said,Azerbaijan,"3,92"
A Star Called Henry,Roddy Doyle,Dublin (Ireland),"3,83"
Set this House on Fire,William Styron,Americans,"3,7"
The Confessions of Nat Turner,William Styron,Slave insurrections,"3,97"
Experience,Martin Amis,"Amis, Kingsley","3,96"
Hannibal,Thomas Harris,Dangerously mentally ill,"3,75"
Operation Shylock,Philip Roth,American literature,"3,77"
The First Forty-nine Stories,Ernest Hemingway,Fiction,"3,99"
The Phantom Menace,Terry Brooks;George Lucas,Life on other planets,"3,56"
Traitor,Matthew Woodring Stover,Science fiction,4
Star by Star,Troy Denning,Life on other planets,"3,95"
Fury,Salman Rushdie,Anger,"3,29"
Yeats is Dead!,Joseph O'Connor,Comedy,"3,39"
Choke,Chuck Palahniuk,Alzheimer's disease,"3,69"
The Dying Animal,Philip Roth,College teachers,"3,62"
Illusions,Richard Bach,Adventure stories,"4,15"
In the Pond,Ha Jin,China,"3,71"
How to Travel with a Salmon and Other Essays,Umberto Eco,Essays,"3,85"
The Trial,Franz Kafka,Fiction,"3,98"
Turtle Moon,Alice Hoffman,Mothers and sons,"3,82"
Atonement,Ian McEwan,Atonement,"3,89"
A Birthday for Frances,Russell Hoban,Badgers,"4,22"
The Gangs of New York,Herbert Asbury,Gangs,"3,59"
The Whore's Child and Other Stories,Richard Russo,Human behavior,"3,75"
In Watermelon Sugar,Richard Brautigan,Social action,"4,02"
Blackwood Farm,Anne Rice,Horror,"3,86"
The Carpenter's Pencil,Manuel Rivas,Galicia (Spain : Region),"3,6"
Sputnik Sweetheart,Haruki Murakami,Businesswomen,"3,82"
"South of the Border, West of the Sun",Haruki Murakami,Domestic fiction,"3,87"
The Elephant Vanishes,Haruki Murakami,Japan,"3,86"
Dance Dance Dance,Haruki Murakami,Crime investigation,"4,04"
The Rings of Saturn,Winfried Georg Sebald,"Authors, German","4,26"
Elephant,Raymond Carver,"Short stories, American","4,11"
"Will You Please be Quiet, Please",Raymond Carver,Short stories,"4,27"
The Time of Our Singing,Richard Powers,African Americans,"4,24"
The Spook's Apprentice,Joseph Delaney,Exorcism,"3,98"
Human Traces,Sebastian Faulks,Europe,"3,63"
Blood Canticle,Anne Rice,Horror tales,"3,72"
Underground,Haruki Murakami,Cults,"3,9"
Open House,Elizabeth Berg,Divorced women,"3,7"
Like a Charm,Karin Slaughter,Bracelets,"3,5"
Bleachers,John Grisham,Death,"3,47"
Earthly Powers,Anthony Burgess,Fiction,"4,15"
The Mummy,Anne Rice,Egyptologists,"3,83"
Lasher,Anne Rice,Demonology,"3,85"
Survivor's Quest,Timothy Zahn,Life on other planets,"3,97"
Women Who Love Too Much,Robin Norwood,Alcoholics,4
The Talisman Ring,Georgette Heyer,Great Britain,4
The Convenient Marriage,Georgette Heyer,Fiction,"3,68"
Lady of Quality,Georgette Heyer,Fiction,"3,87"
A Very Long Engagement,Sébastien Japrisot,Feature films [DVD],"3,91"
False Colours,Georgette Heyer,Brothers,"3,85"
Sprig Muslin,Georgette Heyer,England,"3,79"
Catch-22,Joseph Heller,Fiction,"3,98"
The Quiet American,Graham Greene,Americans,"3,97"
The Heart of the Matter,Graham Greene,Fiction,"3,99"
The End of the Affair,Graham Greene,Adultery,"3,94"
Enduring Love,Ian McEwan,Accidents,"3,63"
For Whom the Bell Tolls,Ernest Hemingway,Americans,"3,96"
Skipping Christmas,John Grisham,Christmas,"3,48"
All Quiet on the Western Front,Erich Maria Remarque,"World War, 1914-1918","3,95"
Watermelon,Marian Keyes,Fiction,"3,78"
The Invisible Writing,Arthur Koestler,"Authors, English","4,35"
Dublin 4,Maeve Binchy,Domestic fiction,"3,64"
Circle of Friends,Maeve Binchy,College attendance,"4,02"
"Victoria Line, Central Line",Maeve Binchy,London (England),"3,59"
Firefly Summer,Maeve Binchy,Domestic fiction,"3,9"
Airframe,Michael Crichton,Adventure stories,"3,7"
Midnight's Children,Salman Rushdie,Children of the rich,"3,99"
Sabbath's Theater,Philip Roth,American fiction,"3,85"
Civilwarland in Bad Decline,George Saunders,Short stories,"4,22"
Six Memos for the Next Millennium,Italo Calvino,Literature,"4,23"
Total Recall,Piers Anthony,Fiction,"3,93"
London Fields,Martin Amis,City and town life,"3,73"
"Cry, the Beloved Country",Alan Paton,Classical fiction,"3,89"
American Pastoral,Philip Roth,American literature,"3,92"
Deception,Philip Roth,Adultery,"3,34"
A Farewell to Arms,Ernest Hemingway,War,"3,8"
Cross Stitch,Diana Gabaldon,Historical fiction,"4,22"
Ratner's Star,Don DeLillo,Life on other planets,"3,49"
Things Fall Apart,Chinua Achebe;Sandra Widner,Igbo (African people),"3,64"
C++ Programmer's Notebook,James Edward Keogh;John Shapley Gray,Computers,3
Java,Walter J. Savitch,Computers,"3,86"
Leadership in Organizations,Gary A. Yukl,Business & Economics,"3,68"
Organized Crime,Michael D. Lyman;Gary W. Potter,Law,"3,83"
World Studies: Eastern Hemisphere,Heidi Hayes Jacobs;Pearson Prentice Hall;Kate Kinsella;Michal L. LeVasseur,Juvenile Nonfiction,2
Astronomy,Eric Chaisson;Stephen McMillan,Mathematics,"3,85"
The African-American Odyssey,Darlene Clark Hine;William C. Hine;Stanley Harrold,History,"3,95"
The Visual Arts,Hugh Honour;John Fleming,Art,"3,82"
Three Genres,Stephen Minot,Language Arts & Disciplines,"3,65"
Data Structures and Abstractions with Java,Frank M. Carrano,Computers,"3,44"
Social Psychology,Elliot Aronson;Timothy D. Wilson;Robin M. Akert,Psychology,"3,98"
Big Money,Pelham G. Wodehouse,Fiction,"3,92"
Kiss Kiss,Roald Dahl,Fiction,"4,11"
The Nice and the Good,Iris Murdoch,Fiction,"3,84"
Switch Bitch,Roald Dahl,Fiction,4
My Uncle Oswald,Roald Dahl,Fiction,"3,9"
Water Music,T. Coraghessan Boyle,Fiction,"4,17"
Roald Dahl's Book of Ghost Stories,Roald Dahl,"Ghost stories, American","3,69"
"I, Claudius and Claudius the God",Robert Graves,Autobiographical fiction,"4,43"
The Pigeon,Patrick Süskind,Pigeons,"3,68"
You Bright and Risen Angels,William T. Vollmann,Fiction,"4,08"
Moon Palace,Paul Auster,Fiction,"3,98"
The Job,William S. Burroughs,Biography & Autobiography,"4,05"
Americana,Don DeLillo,Fiction,"3,43"
Q E D,Richard Phillips Feynman,Electrons,"4,24"
Love's Executioner,Irvin D. Yalom,Existential psychotherapy,"4,2"
East is East,T. Coraghessan Boyle,Fiction,"3,64"
Ways of Seeing,John Berger;Sven Blomberg;Chris Fox;Michael Dibb;Richard Hollis,Art,"3,78"
Montaillou,Emmanuel Le Roy Ladurie,Albigenses,"3,97"
L'usage de plaisirs,Michel Foucault,Sex,"4,07"
Case Histories I,Sigmund Freud,Child analysis,"3,74"
The Big Rock Candy Mountain,Wallace Stegner,Fiction,"4,15"
The Spectator Bird,Wallace Earle Stegner;Wallace Stegner,Fiction,"3,98"
Sailor Song,Ken Kesey,Fiction,"3,57"
The Best of Young British Novelists,Bill Buford,Fiction,"3,94"
Liar's Poker,Michael M. Lewis,Biography & Autobiography,"4,15"
The Anglo-Saxons,James Campbell,History,"4,05"
Journal of a Novel,John Steinbeck,Literary Criticism,"4,09"
We Were the Rats,Lawson Glassop,"Tobruk, Battles of, 1941-1942","3,23"
The Portable James Joyce,James Joyce,Literary Collections,"4,16"
The Portable Dorothy Parker,Dorothy Parker,Literary Collections,"4,34"
Mao II,Don DeLillo,Fiction,"3,68"
Justine,Lawrence Durrell,Fiction,"3,9"
Clea,Lawrence Durrell,Fiction,"4,19"
The Music of Chance,Paul Auster,Fiction,"3,9"
Libra,Don DeLillo,Fiction,"3,99"
The Assault,Reinaldo Arenas;Andrew Hurley,Fiction,"3,78"
One Hundred Years of Solitude,Gabriel García Márquez;Gregory Rabassa,Latin America,"4,06"
Chickenhawk - Back in the World,Robert Mason,Biography & Autobiography,"4,05"
Beyond the Hundredth Meridian,Wallace Stegner,Biography & Autobiography,"4,07"
Ludwig Wittgenstein,Ray Monk,Biography & Autobiography,"4,35"
Of Mice and Men,John Steinbeck,Fiction,"3,86"
Leviathan,Paul Auster,Fiction,"3,95"
The Roses of No Man's Land,Lyn MacDonald,History,"4,26"
Essays,Michel de Montaigne,Literary Collections,"4,23"
Untouchable,Mulk Anand,Fiction,"3,7"
The Third Man and the Fallen Idol,Graham Greene,Fiction,"3,76"
Collected Short Stories,Graham Greene,Fiction,"3,97"
J R,William Gaddis,Fiction,"4,28"
North of South,Shiva Naipaul,Social Science,"3,93"
The Monkey's Wrench,Primo Levi,Fiction,"3,93"
Six Characters in Search of an Author and Other Plays,Luigi Pirandello,Drama,"3,95"
Humboldt's Gift,Saul Bellow,Fiction,"3,86"
The Crucible,Arthur Miller,Drama,"3,57"
Species of Spaces and Other Pieces,Georges Perec,Literary Collections,"4,28"
The Act of Creation,Arthur Koestler,Philosophy,"4,26"
The Ghost in the Machine,Arthur Koestler,Philosophy,"4,01"
"I Ching, Or, Book of Changes",Richard Wilhelm;Cary F. Baynes,Confucianism,"4,19"
I Ching,John Blofeld,"Body, Mind & Spirit","4,19"
Holy Madness,Georg Feuerstein,Religion,"3,71"
The Beloved,Kahlil Gibran;John Walbridge,Fiction,"4,19"
Who are You?,Malcolm Godwin,"Body, Mind & Spirit","3,48"
Harvesting the Heart,Jodi Picoult,Fiction,"3,6"
Whores for Gloria,William T. Vollmann,Fiction,"3,69"
"Selected letters, 1940-1956",Jack Kerouac;Ann Charters,Biography & Autobiography,"4,12"
Regeneration,Pat Barker,Fiction,"4,03"
"Raise High the Roof Beam, Carpenters and Seymour",Jerome David Salinger,American fiction,"4,12"
For Esmé - with Love and Squalor,Jerome David Salinger,Fiction,"4,19"
The Tortilla Curtain,T. Coraghessan Boyle,Fiction,"3,65"
How the Mind Works,Steven Pinker,Philosophy,"3,97"
Death of a Salesman,Gerald Clifford Weales,Drama,"3,5"
Dubliners,James Joyce;Robert Scholes;A. Walton Litz,Fiction,"3,85"
The Coming Plague,Laurie Garrett,Medical,"4,17"
The Making of Pride and Prejudice,Sue Birtwistle;Susie Conklin,Performing Arts,"4,43"
The Barrytown Trilogy,Roddy Doyle,Fiction,"4,28"
Under the Sea Wind,Rachel Carson,Fiction,"4,12"
Anaïs Nin,Deirdre Bair,Biography & Autobiography,"3,99"
The Nuclear Age,Tim O'Brien,Fiction,"3,44"
The Van,Roddy Doyle,Fiction,"3,94"
Palimpsest,Gore Vidal,BIOGRAPHY & AUTOBIOGRAPHY,4
Existentialists and Mystics,Iris Murdoch,Philosophy,"4,1"
Solomon's Song,Bryce Courtenay,Australia,"4,01"
Rachel's Holiday,Marian Keyes,Fiction,"3,95"
Wide Sargasso Sea,Jean Rhys,British,"3,58"
Cod,Mark Kurlansky,History,"3,9"
Age of Iron,J. M. Coetzee,Fiction,"3,85"
White Teeth,Zadie Smith,Fiction,"3,76"
The Autograph Man,Zadie Smith,Fiction,"3,15"
Jemima J.,Jane Green,Fiction,"3,64"
Difficult Conversations,Douglas Stone;Bruce Patton;Sheila Heen,Psychology,"4,07"
One Hundred Years of Solitude,Gabriel García Márquez;Gregory Rabassa,English,"4,06"
My Year of Meats,Ruth L. Ozeki,Fiction,"3,95"
The Farming of Bones,Edwidge Danticat,Fiction,"4,07"
The World of Mr. Mulliner,Pelham Grenville Wodehouse,"Humorous stories, English","4,31"
Lord of the Flies,William Golding,Fiction,"3,67"
Waiting for the Barbarians,J. M. Coetzee,Fiction,"3,93"
The Metamorphosis and Other Stories,Franz Kafka;Malcolm Pasley,Fiction,"3,8"
The Inimitable Jeeves,Pelham Grenville Wodehouse,Fiction,"4,25"
Shadows and Wind,Robert Templer,History,"3,48"
Wanderlust,Rebecca Solnit,Social Science,"3,92"
The Deep End of the Ocean,Jacquelyn Mitchard,Fiction,"3,86"
The Spell,Alan Hollinghurst,Fiction,"3,54"
Collected Fictions,Jorge Luis Borges;Andrew Hurley,Fiction,"4,58"
Hunger,Lan Samantha Chang,Fiction,"3,89"
For Lust of Knowing,Robert Irwin,Art,"3,7"
Fever Pitch,Nick Hornby,"Authors, English","3,73"
Spellbound,Jane Green,Fiction,"3,63"
A Year in Provence,Peter Mayle,Biography & Autobiography,"3,96"
"Selected Letters, 1957-1969",Jack Kerouac;Ann Charters,Biography & Autobiography,"4,16"
The Periodic Table,Primo Levi;Raymond Rosenthal,"Authors, Italian","4,2"
Pleasing Myself,Frank Kermode,American literature,"3,71"
The Basque History of the World,Mark Kurlansky,History,"3,84"
Vinyl Cafe Unplugged,Stuart McLean,Canadian wit and humor,"4,23"
World's End,T. Coraghessan Boyle,Fiction,"4,01"
Descent of Man,T. Coraghessan Boyle,Fiction,"3,96"
Budding Prospects,T. Coraghessan Boyle,Fiction,"3,85"
Little Plum,Rumer Godden,Juvenile Fiction,"4,22"
Pippi Goes on Board,Astrid Lindgren;Louis S. Glanzman,Juvenile Fiction,"4,12"
Charlie and the Great Glass Elevator,Roald Dahl,Adventure stories,"3,66"
Fairy Tales,Terry Jones;Michael Foreman,Children's stories,"4,23"
Strange Attractors,William Sleator,Juvenile Fiction,"3,71"
How Do You Lose Those Ninth-Grade Blues?,Barthe DeClements,Obesity,"3,74"
Seventeen & In-Between,Barthe DeClements,High schools,"3,82"
The Puffin Book of Nonsense Verse,Quentin Blake,Juvenile Nonfiction,"4,04"
Five Children and it,Edith Nesbit,Juvenile Fiction,"3,88"
The Enchanted Castle,E. Nesbit,Juvenile Fiction,"3,85"
Bound for Oregon,Jean Van Leeuwen,Juvenile Fiction,"3,78"
"That was Then, this is Now",S. E. Hinton,Juvenile Fiction,"3,91"
The Complete Poems,William Blake,Literary Criticism,"4,29"
The Canterbury Tales,Geoffrey Chaucer,Poetry,"3,49"
Three Gothic Novels,Horace Walpole;William Beckford;Mary Shelley,Fiction,"3,7"
De Profundis and Other Writings,Oscar Wilde,Fiction,"4,21"
